	summarized	lineages	abundances	resid	coverage
12_30_24_SBDEC29_R1__E0000000__X00__250205_12-30-24_WW__001.variants.tsv	[('XEC* (XEC.X)', 0.9455782187913789), ('KP.3.1.1* (KP.3.1.1.X)', 0.04139552999991424), ('KP.3* (KP.3.X)', 0.01171795299471882), ('Other', 0.0006346619007091007), ('LP.8.1* (LP.8.1.X)', 0.0004868549994000376), ('BA.2.86* (BA.2.86.X)', 7.360189995977295e-05), ('A', 7.020009857764244e-05), ('NB.1.8.1* (NB.1.8.1.X)', 4.297930206035226e-05)]	XEC.39 MC.10 MR.2 KP.3.3.9 KP.3.3.6 MC.46.1 MC.10.1 PG.5 KP.3.1.4 PA.1.1 KP.3.3.7 MC.10.1.3 MC.28 KP.3.1.2 XFE KP.3.3.3 NY.11.1 XFD PF.2.1 MC.8.1 XEC.27.2 LU.2.1.1 A.2.5.2 PR.3 B.1.36.33 PQ.1.3	0.94548171 0.03599008 0.00364994 0.00247845 0.00206697 0.00159905 0.00134043 0.00093255 0.00089525 0.00082853 0.00080645 0.00079996 0.00063695 0.00057234 0.00037467 0.00031600 0.00021528 0.00021219 0.00020404 0.00020053 0.00009651 0.00007360 0.00007020 0.00006753 0.00004780 0.00004298	5.250963713881978	98.84626960505635
06_24_24_PLJUN16_R2__E0000000__X00__240627_2_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.754616399612884), ('KP.3* (KP.3.X)', 0.13742869663034096), ('KP.3.1.1* (KP.3.1.1.X)', 0.09474889714243594), ('Other', 0.01320599984847146)]	JN.1.11 KP.2.18 KP.3.5 NK.1 MC.42 JN.1.16.2 KP.1 LB.1.8 KP.2.3.9 KP.2.3 KP.2.3.2 KP.2.3.3 KP.3.3.10 XDP.1 MC.10.1.3	0.18471700 0.17348901 0.12351200 0.09851640 0.09409100 0.06710300 0.05835240 0.05031599 0.03090999 0.03090921 0.03015614 0.03014726 0.01391670 0.01320600 0.00065789	6.800094825465751	95.82984984784136
10_28_24_SBOCT22_R2__E0000000__X00__241101_SG_WW_3__001.variants.tsv	[('XEC* (XEC.X)', 0.7862530000020538), ('Omicron', 0.12259999999683413), ('BA.2.86* (BA.2.86.X)', 0.0570179999974982), ('KP.3.1.1* (KP.3.1.1.X)', 0.034129000002606616)]	XEC.2.1 XEP LB.1.3.5 XEC.31 XEC.16 XEC.30 XEC.6 XEC.8 XEC.39 XEC MC.15 MC.46 KP.3.1.1	0.41433000 0.12260000 0.05701800 0.05555595 0.05555543 0.05555543 0.05555541 0.05555541 0.05555537 0.03859000 0.01137633 0.01137633 0.01137633	5.110229721299266	71.0296625756613
03_03_25_ENCFEB25_R1__E0000000__X00__250308_SG_WW_2__001.variants.tsv	[('XEC* (XEC.X)', 0.8925977736067832), ('KP.3* (KP.3.X)', 0.03694822251157157), ('KP.3.1.1* (KP.3.1.1.X)', 0.02647079645701184), ('LP.8.1* (LP.8.1.X)', 0.024981893638206635), ('BA.2.86* (BA.2.86.X)', 0.019001046892556862)]	XEC.1 XEC.25 KP.3.3.10 XEC.39 MC.10 LP.8.1.12 KP.2.10 XEC.4 XEC.25.1 XEC XEC.30 XEC.36 MC.19.1	0.75299200 0.06525827 0.03694822 0.02749957 0.02547874 0.02498189 0.01900105 0.01809739 0.00978473 0.00932883 0.00784139 0.00179558 0.00099206	6.13795529354258	95.20449453232118
5_20_24_PLMAY14_R1__E0000000__X00__240604_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9985207728131535), ('Omicron', 0.0009489996546803035), ('Other', 0.0005302228409766901)]	JN.1.11 JN.1.4 JN.1.4.3 BA.2.9.7 XDP.2	0.71794900 0.18754848 0.09302330 0.00094900 0.00053022	8.237605851192722	73.71166772564625
01_13_25_SBJAN07_R1__E0000000__X00__250205_01-13-25_WW__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.8530969999978918), ('XEC* (XEC.X)', 0.07601199999811367), ('KP.3* (KP.3.X)', 0.03893799999983032), ('Other', 0.03195300000047254)]	MC.1.3.1 KP.3.1.1 MC.10.1 MC.10.1.5 MC.1 XEC.2 KP.3.3.4 XEZ XEC XEC.15 XEC.8 XEW KP.3.3.3	0.50571400 0.13102800 0.10463350 0.05882350 0.05289800 0.04895864 0.03876066 0.02504449 0.00981706 0.00943891 0.00779739 0.00690851 0.00017734	3.8337689778464865	96.79630806273617
11_12_24_PLNOV06_R1__E0000000__X00__241115_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.5699728985558727), ('KP.3.1.1* (KP.3.1.1.X)', 0.3413329997858151), ('XEC* (XEC.X)', 0.08869410009113479)]	MC.10 KP.2.10 LF.7.4 XEC	0.34133300 0.28750490 0.28246800 0.08869410	4.829250285530315	82.03859144567434
09_30_24_SBSEP26_R2__E0000000__X00__241003_SG_WW_4__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.5564299996523833), ('Omicron', 0.4435700001136923)]	XDY.4 JN.1.16.5 KP.2.3.8 KP.2.3.6 LB.1.2.2 LP.6	0.44357000 0.17130400 0.15370900 0.11697400 0.09408100 0.02036200	6.254445234407188	83.48995084105273
09_03_24_ENCAUG28_R2__E0000000__X00__240906_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.7142858052113494), ('KP.3* (KP.3.X)', 0.2857140057172228)]	KP.3.1 JN.1.16.1 JN.1.49.1 LB.1.3 KP.3.3.3 KR.1.1 JN.1.11.2 LB.1.11.1 KP.2.15 LY.1 MB.1 JN.1.3	0.22188421 0.21425779 0.17659818 0.12499996 0.06382980 0.05617729 0.05010270 0.04761899 0.02319583 0.00970874 0.00675676 0.00486954	3.7516599431292716	81.34969735478046
07_07_25_SBJUL01_R2__E0000000__X00__250725_07-25-25_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.7659799999994046), ('XFG* (XFG.X)', 0.2238159999783129), ('BA.2.86* (BA.2.86.X)', 0.010204000020329222)]	NW.1.7 XFG.4 NY.12 LP.8.1.1 LP.8.1.2 XFG.5.1 NY.9 JN.1.11	0.48954700 0.16259150 0.09622328 0.08745072 0.07235100 0.06122450 0.02040800 0.01020400	7.292336831681809	91.85031602180383
01_21_25_PLJAN13_R2__E0000000__X00__250205_01-21-25_WW__001.variants.tsv	[('XEC* (XEC.X)', 0.32104976211484393), ('KP.3.1.1* (KP.3.1.1.X)', 0.26929599999632026), ('KP.3* (KP.3.X)', 0.21023514002178534), ('LP.8.1* (LP.8.1.X)', 0.10961801363634341), ('BA.2.86* (BA.2.86.X)', 0.08980098634134345)]	XEC.39 MC.42 KP.3 LP.8.1.10 KP.3.3.4 MC.10.1.8 MC.10.1.6 KP.3.2.4 KP.2 KP.2.5 LP.8 LP.8.1 XEC.11 KP.3.1.4 MC.33.1 LP.8.1.8 XEC.13 LF.7.7.2	0.29028367 0.14018370 0.09105400 0.07268070 0.05880614 0.05714660 0.05687140 0.03669080 0.02982143 0.02982143 0.02730099 0.02730025 0.02531650 0.02368420 0.01509430 0.00963706 0.00544959 0.00285714	7.0889748830824395	91.94729625790055
11_25_24_ENCNOV21_R2__E0000000__X00__241205_SG_WW_3__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.5741809999997942), ('KP.3* (KP.3.X)', 0.22987599999991148), ('Omicron', 0.10149499999998028), ('KP.3.1.1* (KP.3.1.1.X)', 0.09444799999995887)]	KP.2.3 KP.3.1 KP.3 XEE KP.2.3.8 MC.24 MC.26 KP.3.3 JN.1.8.2 LA.1 LB.1.11	0.50128770 0.12149000 0.10493271 0.10149500 0.06656430 0.05258510 0.04186290 0.00345329 0.00307692 0.00200401 0.00124807	6.7071046369348775	94.08086145202823
08_05_24_PLJUL31_R1__E0000000__X00__240808_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.5091089999963544), ('KP.3.1.1* (KP.3.1.1.X)', 0.3909849999995411), ('KP.3* (KP.3.X)', 0.09974299999941408), ('XBB* (XBB.X)', 0.00016300000025074846)]	KP.3.5 MC.42 KP.2.3 KP.2 MC.44 KP.1.1 KP.2.3.8 MC.28 MC.23 KP.2.2 NL.12 KP.2.3.6 MC.9.3 MC.32 MC.9 KP.2.4 KP.1.1.6 MC.11 MC.11.3 PG.3 KP.1.1.3 KP.2.16 LF.4 BA.2.86 BA.2.86.2 JN.1.48.1 GW.1.1 JN.1.48.3 MU.5 KP.2.2.2 LD.1	0.09072960 0.09039370 0.08876680 0.08559881 0.08234250 0.07932152 0.06809170 0.05360150 0.05174745 0.04808823 0.04659975 0.04483550 0.03436986 0.02773735 0.02737104 0.01884850 0.01812030 0.01179370 0.01162790 0.00901340 0.00395203 0.00182979 0.00131579 0.00128681 0.00128681 0.00100087 0.00016300 0.00009684 0.00006815 0.00000067 0.00000013	8.012087083001822	97.01367755743571
07_29_24_PLJUL24_R2__E0000000__X00__240801_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9174755348412459), ('KP.3* (KP.3.X)', 0.07377809793353117), ('KP.3.1.1* (KP.3.1.1.X)', 0.00874636040893225)]	KP.2.3 KP.2 JN.1.11.1 KP.2.3.12 KP.3.3.10 LB.1.3.5 MC.12 PG.5	0.43615660 0.23227400 0.11747554 0.09937440 0.07012798 0.03219500 0.00874636 0.00365012	4.5289118025746395	84.45306490987527
06_30_25_PLJUN15_R2__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.7450480000037727), ('XFG* (XFG.X)', 0.1327299999827293), ('BA.2.86* (BA.2.86.X)', 0.06339799999622278), ('NB.1.8.1* (NB.1.8.1.X)', 0.03843099999994242), ('Other', 0.020393000008223278)]	LP.8.1.2 NY.11 XFG.10 NY.16 NY.15 LP.8 NY.7 LP.8.1.1 PQ.2.1 NW.1.7 XDR	0.29805880 0.16084300 0.13273000 0.08888890 0.08833330 0.06339800 0.04382467 0.04235213 0.03843100 0.02274720 0.02039300	10.317824299276564	92.77330033775876
12_23_24_SBDEC17_R1__E0000000__X00__250205_12-23-24_WW__001.variants.tsv	[('XEC* (XEC.X)', 0.5318559950487961), ('KP.3.1.1* (KP.3.1.1.X)', 0.396443999615688), ('KP.3* (KP.3.X)', 0.07169999974829964)]	MC.21.1 XEC XEC.11 XEC.39 KP.3.1.8 XEC.4 KP.3.1 XEC.2 XEC.25.1.3 XEC.30	0.39644400 0.24222784 0.15975900 0.07766121 0.06217500 0.04638750 0.00952500 0.00526316 0.00055249 0.00000480	4.816830455276877	92.46229475303481
06_24_24_PLJUN17_R2__E0000000__X00__240627_2_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.7911699999590032), ('KP.3* (KP.3.X)', 0.1889198999975723), ('KP.3.1.1* (KP.3.1.1.X)', 0.019663099995115004), ('LP.8.1* (LP.8.1.X)', 0.00016999999556220564), ('Other', 7.700000020205421e-05)]	KP.2.3 KP.3.1 JN.1.11 LB.1.3 KP.3.2 KP.2.3.6 KP.3.3 KS.2 JN.1.16.1 JN.1.11.2 MC.13.3.1 PG.3 KP.2.3.8 JN.1.24.1 KP.1.1.6 KP.1.1.3 LF.9 LF.4 JN.1.47.1 NY.11.1 B.1.626	0.48230374 0.07272860 0.06923566 0.06848480 0.06110070 0.04262700 0.03788730 0.02949600 0.02794179 0.02326980 0.01966310 0.01720330 0.01593420 0.00989523 0.00905069 0.00783691 0.00437481 0.00038006 0.00033931 0.00017000 0.00007700	8.341751214991094	97.33805972644885
01_06_25_PLJAN01_R1__E0000000__X00__250205_01-06-25_WW__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.3693166000090822), ('XEC* (XEC.X)', 0.30498900000140056), ('BA.2.86* (BA.2.86.X)', 0.13697539997720776), ('LP.8.1* (LP.8.1.X)', 0.1256099999913406), ('Other', 0.06310899999788072)]	XEC.39 LP.8.1.4 MC.10.1.3 MC.10.1.1 MC.42 XEW JN.1.3 MC.24.2 MC.28 KP.1.1.6 XEC.24 XEC.37 KR.1.4 XEC.19 LP.8.1.11 MC.24 JN.1.68 XEC.4.1 MC.1.3.1 PA.3 JN.6 XEC.33 XEC.11 XEC.30	0.20704525 0.10645490 0.08449100 0.07862003 0.07720550 0.06310900 0.06189800 0.05230900 0.03710700 0.02997940 0.02980130 0.02055800 0.01946030 0.01934240 0.01915510 0.01847030 0.01696370 0.01430770 0.01218520 0.00892857 0.00867400 0.00738689 0.00654561 0.00000185	5.918518340078888	94.92693040832023
10_28_24_SBOCT24_R2__E0000000__X00__241101_SG_WW_3__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.598403999812739), ('Omicron', 0.3842800008159909), ('KP.3* (KP.3.X)', 0.01731599937118037)]	KP.2.10 XDY.2 LB.1.1 XDY XDY.8 XDY.4 MB.1.1.1 MV.1.5 MV.1 KP.3.1	0.30952400 0.09607000 0.09607000 0.09607000 0.09607000 0.09607000 0.06427000 0.06427000 0.06427000 0.01731600	2.6000107409827278	51.09520783867839
12_02_24_SBNOV26_R2__E0000000__X00__241205_SG_WW_4__001.variants.tsv	[('XEC* (XEC.X)', 0.9999999999993672)]	XEC.30 XEC.39 XEC.33 XEC.9	0.32997228 0.32996336 0.32996336 0.01010100	3.7623535698206796	87.94435340935692
08_19_24_SBAUG15_R1__E0000000__X00__240822_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.8784270077955884), ('KP.3.1.1* (KP.3.1.1.X)', 0.12154399998714639), ('Other', 2.8992200019776505e-05)]	KP.2 LS.2 JN.1.18.5 KP.2.3.6 KP.2.10 MC.19 JN.1.48.1 MC.13.2 MC.13 KP.2.3.2 JN.1.48 MC.1.1 KP.2.25.2 XAW	0.35363043 0.16268900 0.12588921 0.09516709 0.06126910 0.05870209 0.03021150 0.02920308 0.02909292 0.02469691 0.02401980 0.00454591 0.00085397 0.00002899	7.181582724179867	97.48854629970238
08_26_24_PLAUG18_R2__E0000000__X00__240829_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.8330609895569674), ('KP.3.1.1* (KP.3.1.1.X)', 0.1466011707958012), ('KP.3* (KP.3.X)', 0.010928999631958442), ('Omicron', 0.00940880097697701)]	LB.1.3 KP.2.3 KP.2.3.9 KP.2.3.8 MC.21.1 LB.1.3.5 MC.24.2 LF.9 LF.9.1 KP.2.3.15 PG.5 XEP	0.18082514 0.17969812 0.17969808 0.12157799 0.08497050 0.06378600 0.06163067 0.03907801 0.03907785 0.02931980 0.01092900 0.00940880	4.294804667161402	91.86034846002073
06_10_24_ENCJUN05_R2__E0000000__X00__240624_4_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.986635580494752), ('KP.3.1.1* (KP.3.1.1.X)', 0.013008464480733813), ('Omicron', 0.00015511099995262968), ('Other', 0.00012992320573230093), ('NB.1.8.1* (NB.1.8.1.X)', 7.08918000456701e-05)]	LE.1.2 JN.1.32 JN.1.18 JN.1.11 JN.1.13 JN.1.16.3 JN.1.18.3 JN.1.7.3 MC.1 MA.1 MA.1.2 KP.2.3.6 KP.2.27 MZ.5 XEP JN.1.47.1 MC.1.6 MH.1 XAW PQ.5.1.1 B.1.641 LY.2 B.1.640.2	0.62093500 0.09893875 0.05867902 0.04890735 0.04388260 0.03165878 0.03141300 0.02703990 0.01288185 0.00765965 0.00564905 0.00453169 0.00408746 0.00295858 0.00015511 0.00014546 0.00012662 0.00011037 0.00007092 0.00007089 0.00005673 0.00003891 0.00000227	8.645655187804614	97.60224726616059
07_01_25_ENCAPR24_R1__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('Omicron', 0.6374061000229592), ('LP.8.1* (LP.8.1.X)', 0.2865067434096946), ('BA.2.86* (BA.2.86.X)', 0.07608715655917693)]	XFC XFS JN.1.18.6 NY.13 NY.3 NY.12 LP.8.1.6 LP.8.1.3 NY.7 LP.8.1.1 LP.8 LP.8.1	0.58958000 0.04782610 0.04027990 0.03582045 0.03581995 0.03581684 0.03581459 0.03581239 0.03581217 0.03580870 0.03580726 0.03580166	4.219220998620006	72.25696418419557
09_16_24_SBSEP12_R1__E0000000__X00__241003_SG_WW_1__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.7944779999279928), ('KP.3.1.1* (KP.3.1.1.X)', 0.15117000000098918), ('KP.3* (KP.3.X)', 0.054352000000116675)]	LD.1.1 LB.1.1 MC.19 LB.1.2.2 KP.2.3.8 KP.3.3.10 KP.2.3.6 KP.2.3.4 LP.9	0.39919800 0.20237350 0.15117000 0.07983350 0.07597880 0.05435200 0.02112170 0.01105850 0.00491400	6.69664026570016	91.17479851519914
01_27_25_SBJAN26_R1__E0000000__X00__250205_01-27-25_WW__001.variants.tsv	[('XEC* (XEC.X)', 0.621575000001119), ('KP.3* (KP.3.X)', 0.18805899999568534), ('KP.3.1.1* (KP.3.1.1.X)', 0.08311350000324662), ('LP.8.1* (LP.8.1.X)', 0.05933049998941207), ('BA.2.86* (BA.2.86.X)', 0.0479219999998873)]	XEC.39 KP.3.3 MC.19.1 XEC.11 XEC.24 QH.1 LP.8.1.7 KP.2.3 KP.2.3.9 XEC.30	0.50981475 0.18805900 0.08311350 0.07692310 0.03483690 0.03433480 0.02499570 0.02396619 0.02395581 0.00000025	6.504122009782068	88.09149583653814
01_27_25_PLJAN21_R2__E0000000__X00__250205_01-27-25_WW__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.2589989999984726), ('LP.8.1* (LP.8.1.X)', 0.23305099999996337), ('XEC* (XEC.X)', 0.20851099999832412), ('BA.2.86* (BA.2.86.X)', 0.1560980000008708), ('KP.3* (KP.3.X)', 0.143341000000678)]	MC.33 KP.3.3.4 XEC.6 LP.8.1.6 LP.8.1 XEC.17 LP.7 LP.8.1.4 JN.1.38 LF.7.6 LB.1.9 MC.24.2	0.24060660 0.14334100 0.14252120 0.09811472 0.08478428 0.06598980 0.05225200 0.05015200 0.04336390 0.04000000 0.02048210 0.01839240	6.669705394389349	91.78343310035783
09_03_24_SBSEP01_R2__E0000000__X00__240906_SG_WW__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.668016000004669), ('BA.2.86* (BA.2.86.X)', 0.3319839999904724)]	LB.1.1 MC.40 MC.15 MC.8 MC.16 MC.10 KP.3.1.1 MC.29 MC.28 LB.1.3 KP.2.20.1	0.31963402 0.08350200 0.08350200 0.08350200 0.08350200 0.08350200 0.08350200 0.08350200 0.08350200 0.00673200 0.00561798	4.925032884327759	66.418085141959
02_10_25_SBFEB09_R1__E0000000__X00__250213_SG_WW__001.variants.tsv	[('XEC* (XEC.X)', 0.46399099999995264), ('LP.8.1* (LP.8.1.X)', 0.411364790028159), ('BA.2.86* (BA.2.86.X)', 0.06244250997176083), ('KP.3.1.1* (KP.3.1.1.X)', 0.06220170000002143)]	XEC.9 NY.19 LP.8 LP.8.1 MC.45 LP.8.1.14 NY.16.1	0.46399100 0.29673510 0.06244251 0.06243489 0.06220170 0.03927490 0.01291990	6.821004488743641	91.28181118951275
06_30_25_ENCJUN13_R1__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.4705880000001188), ('Other', 0.15611300000157186), ('XEC* (XEC.X)', 0.13310999999373052), ('NB.1.8.1* (NB.1.8.1.X)', 0.12112199999985263), ('BA.2.86* (BA.2.86.X)', 0.11906699999962327)]	NY.3 LP.8.1 XEC.32 NB.1.8.1 KP.2.10 XDV.1.5 NB.1.8	0.33445900 0.13612900 0.13311000 0.12112200 0.11906700 0.08345400 0.07265900	15.647344398598431	93.51570076580946
06_10_24_PLJUN03_R1__E0000000__X00__240624_4_SG_WW__001.variants.tsv	[('KP.3* (KP.3.X)', 0.5640789999994619), ('BA.2.86* (BA.2.86.X)', 0.4359209999996813)]	KP.2.4 KP.3.6 KP.3 KP.3.3.10 KP.2.2 LF.9 LF.9.1	0.35080900 0.23103089 0.23103011 0.10201800 0.04041770 0.02234752 0.02234678	6.160165394831229	93.1478446978564
06_30_25_ENCMAY27_R2__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.46698400000153883), ('KP.3.1.1* (KP.3.1.1.X)', 0.2897729999982868), ('XFG* (XFG.X)', 0.198066000000078), ('Omicron', 0.045176999999900914)]	PF.2.3 MC.19.1 XFG.2 NY.10 XFT	0.41460000 0.28977300 0.19806600 0.05238400 0.04517700	11.2331402643626	76.01912851553355
11_18_24_ENCNOV14_R2__E0000000__X00__241125_SG_WW_combined__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.590778000000179), ('BA.2.86* (BA.2.86.X)', 0.20585499999823736), ('XEC* (XEC.X)', 0.12711200000016218), ('Other', 0.04937399999977664), ('KP.3* (KP.3.X)', 0.026881000000580215)]	MC.10 KP.2.10 MC.24 XEC.32 XEW NF.1 XEC MR.2 MC.24.2 MC.19.1 JN.1.18.6	0.46892300 0.15505300 0.09915550 0.09768170 0.04937400 0.04918500 0.02943030 0.02688100 0.01370850 0.00899100 0.00161700	8.775953673579826	96.9367621977728
10_21_24_PLOCT16_R1__E0000000__X00__241024_SG_WW_combined__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.5990289999598658), ('Other', 0.24211599999998615), ('XEC* (XEC.X)', 0.15885499999994757)]	MC.19.1 XEW XEC.18 MC.10.1.3 MC.13.2.3	0.51762359 0.24211600 0.15885500 0.07215480 0.00925061	6.131745085158214	73.55783700632044
06_17_24_ENCJUN12_R1__E0000000__X00__240627_1_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.864588993369294), ('KP.3* (KP.3.X)', 0.13541100520233124)]	JN.1.16.5 KP.2.6 KP.3 KP.1.1.1 JN.1.37 KP.2.6.1 LB.1.7.4 LB.1.7 JN.1.7.3 KP.1.1	0.39959110 0.26271740 0.13541101 0.04812270 0.03166100 0.03070760 0.02582292 0.02578998 0.02250000 0.01767629	8.271160587988168	91.5727518978029
07_08_24_PLJUL04_R1__E0000000__X00__240712_2_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9020252021617976), ('KP.3* (KP.3.X)', 0.09797470638526674)]	KP.2 JN.1.18.5 KP.1.1 KP.2.3.3 LP.1 JN.1.48 KP.3.1.3 PG.3 LB.1.3.5 KP.3.2.3 JN.1.7.3 KP.2.3.12 KP.2.3.6 KP.2.8 KP.2.16 JN.1.7.6 KP.2.3.2	0.34492226 0.18291597 0.12948045 0.08826493 0.04889353 0.04686260 0.04565552 0.04059129 0.02780510 0.01172790 0.00924394 0.00852569 0.00606220 0.00591522 0.00162577 0.00113635 0.00037117	7.689748080856196	97.39491020967796
06_24_24_SBJUN23_R2__E0000000__X00__240627_2_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.928715479998971), ('Omicron', 0.06143569999883344), ('KP.3* (KP.3.X)', 0.009848819999836585)]	LB.1.1 KP.2.28.1 KP.2.2.2 JN.1.11.2 XEE JN.1.7.3 NL.19 LF.3 KP.2.3.6 KP.3.3.10 NL.12 KP.3.3.3 LF.3.1.1	0.45249462 0.12305800 0.11869831 0.08464740 0.06143570 0.05744560 0.03389699 0.02960445 0.02426610 0.00930623 0.00407056 0.00054259 0.00053345	6.12057941682823	95.89673276928737
06_10_24_PLJUN05_R1__E0000000__X00__240624_4_SG_WW__001.trimmed.sorted.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.7958669923600995), ('KP.3* (KP.3.X)', 0.20413300000012227)]	KP.2.10 PG.3 LB.1.3 JN.1.16 JN.1.16.2 JN.1.11.1 KP.2.2	0.39253199 0.20413300 0.15042900 0.14021259 0.05517240 0.03040931 0.02711170	6.362614213371614	92.24492525833529
05_28_24_PLMAY21_R1__E0000000__X00__240624_1_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999999830109794)]	KP.2.5 KP.2 KP.5 LF.1 MZ.5 KP.2.3.15	0.33339222 0.33339222 0.14134410 0.12774909 0.06388890 0.00023347	4.899712045033375	93.19131859679631
08_19_24_ENCAUG13_R1__E0000000__X00__240822_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.5429909972884225), ('KP.3.1.1* (KP.3.1.1.X)', 0.33069299994736095), ('KP.3* (KP.3.X)', 0.12631599983850342)]	KP.2.3.2 MC.23 KP.3.3.10 KP.2.25 KP.2.25.3 KP.2.3.6 KP.3.1.1 MC.19 MC.27 LB.1.3.5 KP.2.3.13 MC.9 MC.9.3 KP.2.3.3	0.23062160 0.13664600 0.12631600 0.08217644 0.08217335 0.07692310 0.05845917 0.05845917 0.05845917 0.04074820 0.03033320 0.00933478 0.00933472 0.00001510	5.888398479935571	90.39895662642544
11_12_24_ENCNOV06_R1__E0000000__X00__241115_SG_WW__001.variants.tsv	[('XEC* (XEC.X)', 0.6360659988305906), ('BA.2.86* (BA.2.86.X)', 0.3002183987706619), ('KP.3* (KP.3.X)', 0.06371559982986724)]	XEC.29 JN.1.16.5 KP.3.1.4	0.63606600 0.30021840 0.06371560	5.438816953721821	84.0116376283316
09_30_24_SBSEP24_R2__E0000000__X00__241003_SG_WW_4__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999999999997552)]	KP.2.3 LB.1.1	0.99964000 0.00036000	4.306770613904317	82.4599538507842
07_01_25_PLAPR16_R2__E0000000__X00__250205_12-30-24_WW__007.variants.tsv	[('LP.8.1* (LP.8.1.X)', 0.9999999997624258)]	LP.8.1.5 PR.2 NY.2 LP.8.1.1 LP.8.1.2 LP.8.1	0.44492464 0.33991936 0.10365207 0.10338957 0.00811359 0.00000077	4.260281871549035	79.75119553222085
07_08_24_PLJUL01_R1__E0000000__X00__240712_2_SG_WW__001.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.6758640999955162), ('KP.3* (KP.3.X)', 0.32413590000056136)]	JN.1.42.2 KP.3.1 KP.3.2.3 KP.2.3.3 JN.1.18 KP.3.3.3 KP.1.1.6 KP.1.1 JN.1.11.2 ML.1 JN.1.7.3 JN.1.13 JN.1.2 KP.2.3 JN.1.13.1 LB.1.3.5	0.22009400 0.10814490 0.10298300 0.08093440 0.06757203 0.06740000 0.06487270 0.05441830 0.04999540 0.04560800 0.04253420 0.03272770 0.03171170 0.01861130 0.00781250 0.00457987	8.657143055808936	96.9033207370498
07_29_24_PLJUL23_R2__E0000000__X00__240801_SG_WW__001.variants.tsv	[('KP.3.1.1* (KP.3.1.1.X)', 0.3709607999997162), ('BA.2.86* (BA.2.86.X)', 0.2944330300009304), ('Omicron', 0.24471856999923042), ('KP.3* (KP.3.X)', 0.08988759999786816)]	MC.30 XEE KP.2.10 KP.3.3.10 LY.1 MC.24 MC.24.1 KP.4 KP.4.2 KP.4.1 MC.43 KP.2.3.3 KP.2.3.2	0.29787200 0.24471857 0.22090400 0.08988760 0.04316500 0.03286889 0.03221991 0.00972690 0.00972685 0.00972685 0.00800000 0.00059341 0.00059002	3.2618290086767217	79.363274587834
06_03_24_PLMAY26_R1__E0000000__X00__240624_2_SG_WW__001.trimmed.sorted.variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9569639999984307), ('KP.3* (KP.3.X)', 0.04303599999938495)]	MD.3.1.4 JN.1.16 MD.3.1 JN.1.11.1 KP.3.3 JN.1.34 KP.3.2 KP.3.2.1 JN.1.38 JN.1.6 JN.1.46 JN.3.2.1	0.66666700 0.16623944 0.06926100 0.04281930 0.03293860 0.00879541 0.00853612 0.00156128 0.00110193 0.00108696 0.00075815 0.00023481	6.443607860571627	95.15767648730896
